,model1,model2,media,mro_model1,mro_model2,cip,mip,costless_mip,pc,gyd
8151,GCF_001421585.1.RAST.fbamodel,GCF_001423865.2.RAST.fbamodel,R2A_edition_003,0.55319 (26/47),0.72222 (26/36),27,24,4,0.6277467734267055,4.373868530779214
8152,GCF_001421585.1.RAST.fbamodel,GCF_001421435.1.RAST.fbamodel,R2A_edition_003,0.59574 (28/47),0.84848 (28/33),21,17,4,0.7932721029815177,1.187123706532114
8153,GCF_001421585.1.RAST.fbamodel,GCF_001422955.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.74359 (29/39),20,17,4,0.8749926924727238,0.12177626813092114
8154,GCF_001421585.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,R2A_edition_003,0.59574 (28/47),0.82353 (28/34),23,25,6,0.8307426415576084,1.0829194269588347
8155,GCF_001421585.1.RAST.fbamodel,GCF_001421625.1.RAST.fbamodel,R2A_edition_003,0.68085 (32/47),0.78049 (32/41),21,16,4,0.7012015054793098,0.10384300171196713
8156,GCF_001421585.1.RAST.fbamodel,GCF_001422985.1.RAST.fbamodel,R2A_edition_003,0.68085 (32/47),0.84211 (32/38),21,18,6,0.8741838460843845,0.06775505966977602
8157,GCF_001421585.1.RAST.fbamodel,GCF_001423295.1.RAST.fbamodel,R2A_edition_003,0.68085 (32/47),0.78049 (32/41),23,18,5,0.8376463148364152,0.4704007854555734
8158,GCF_001421585.1.RAST.fbamodel,GCF_001424365.1.RAST.fbamodel,R2A_edition_003,0.55319 (26/47),0.81250 (26/32),26,20,5,0.8016728622939303,2.4156041170254534
8159,GCF_001421585.1.RAST.fbamodel,GCF_920939485.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.85294 (29/34),20,14,2,0.8732290000033617,0.37972540328055565
8160,GCF_001421585.1.RAST.fbamodel,GCF_001422065.1.RAST.fbamodel,R2A_edition_003,0.68085 (32/47),0.91429 (32/35),20,15,2,0.8473407368014725,1.340950209334241
8161,GCF_001421585.1.RAST.fbamodel,GCF_001423125.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.87879 (29/33),22,24,5,0.7860528026766895,1.3020529283917035
8162,GCF_001421585.1.RAST.fbamodel,GCF_001424345.1.RAST.fbamodel,R2A_edition_003,0.70213 (33/47),0.78571 (33/42),23,16,3,0.7706191304793365,0.3693877304619408
8163,GCF_001421585.1.RAST.fbamodel,GCF_001424025.1.RAST.fbamodel,R2A_edition_003,0.65957 (31/47),0.86111 (31/36),20,23,5,0.8363050164099184,1.145040308970471
8164,GCF_001421585.1.RAST.fbamodel,GCF_001425485.1.RAST.fbamodel,R2A_edition_003,0.63830 (30/47),0.90909 (30/33),22,24,5,0.8750880881279578,1.140679301193047
8165,GCF_001421585.1.RAST.fbamodel,GCF_001421885.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.72500 (29/40),24,28,3,0.6921408582162116,0.8455977737635929
8166,GCF_001421585.1.RAST.fbamodel,GCF_001422495.1.RAST.fbamodel,R2A_edition_003,0.65957 (31/47),0.83784 (31/37),19,15,3,0.7537052333885301,1.4316077295751088
8167,GCF_001421585.1.RAST.fbamodel,GCF_001425605.1.RAST.fbamodel,R2A_edition_003,0.53191 (25/47),0.75758 (25/33),19,18,2,0.7189290165929834,0.23060198986609193
8168,GCF_001421585.1.RAST.fbamodel,GCF_001421915.1.RAST.fbamodel,R2A_edition_003,0.65957 (31/47),0.88571 (31/35),20,14,3,0.7387493680564672,0.774826258868498
8169,GCF_001421585.1.RAST.fbamodel,GCF_001422345.1.RAST.fbamodel,R2A_edition_003,0.70213 (33/47),0.76744 (33/43),26,20,8,0.7581443655239082,2.7083374331787504
8170,GCF_001421585.1.RAST.fbamodel,GCF_001424595.1.RAST.fbamodel,R2A_edition_003,0.55319 (26/47),0.81250 (26/32),21,17,3,0.7342217077723054,0.21821596759355302
8171,GCF_001421585.1.RAST.fbamodel,GCF_001425445.1.RAST.fbamodel,R2A_edition_003,0.55319 (26/47),0.72222 (26/36),19,20,1,0.870381781801828,1.1181812873620562
8172,GCF_001421585.1.RAST.fbamodel,GCF_001421605.1.RAST.fbamodel,R2A_edition_003,0.65957 (31/47),0.86111 (31/36),20,20,3,0.8015563736670419,0.980442355853751
8173,GCF_001421585.1.RAST.fbamodel,GCF_001422525.1.RAST.fbamodel,R2A_edition_003,0.70213 (33/47),0.78571 (33/42),22,16,4,0.693593124351244,0.10388987729583857
8174,GCF_001421585.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,R2A_edition_003,0.57447 (27/47),0.79412 (27/34),22,15,3,0.7689956978599867,0.6258023525183762
8175,GCF_001421585.1.RAST.fbamodel,GCF_916858655.1.RAST.fbamodel,R2A_edition_003,0.68085 (32/47),0.82051 (32/39),17,19,1,0.7767358726644156,0.13116962058665974
8176,GCF_001421585.1.RAST.fbamodel,GCF_001422605.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.80556 (29/36),29,27,6,0.5628351992707952,1.2500325208672847
8177,GCF_001421585.1.RAST.fbamodel,GCF_001423805.1.RAST.fbamodel,R2A_edition_003,0.57447 (27/47),0.75000 (27/36),21,18,1,0.8162207295843241,0.3824345811530537
8178,GCF_001421585.1.RAST.fbamodel,GCF_001424605.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.82857 (29/35),20,15,2,0.8732290623545012,0.37972470163957034
8179,GCF_001421585.1.RAST.fbamodel,GCF_001422895.1.RAST.fbamodel,R2A_edition_003,0.70213 (33/47),0.76744 (33/43),23,21,6,0.7581433690689507,2.7083230525487663
8180,GCF_001421585.1.RAST.fbamodel,GCF_001424585.1.RAST.fbamodel,R2A_edition_003,0.70213 (33/47),0.76744 (33/43),26,21,7,0.7472145833038565,1.4448252977633482
8181,GCF_001421585.1.RAST.fbamodel,GCF_001425965.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.85294 (29/34),21,19,5,0.7703942462355572,0.6324430629843218
8182,GCF_001421585.1.RAST.fbamodel,GCF_003627215.1.RAST.fbamodel,R2A_edition_003,0.59574 (28/47),0.71795 (28/39),24,19,4,0.6927123303061207,1.0409161460761203
8183,GCF_001421585.1.RAST.fbamodel,GCF_001421745.1.RAST.fbamodel,R2A_edition_003,0.63830 (30/47),0.73171 (30/41),20,20,6,0.8736631416474363,1.1602607608786228
8184,GCF_001421585.1.RAST.fbamodel,GCF_001421325.1.RAST.fbamodel,R2A_edition_003,0.59574 (28/47),0.70000 (28/40),22,16,3,0.8474319400850676,1.0801073089861097
8185,GCF_001421585.1.RAST.fbamodel,GCF_001425985.1.RAST.fbamodel,R2A_edition_003,0.65957 (31/47),0.83784 (31/37),23,21,5,0.8354188826780127,1.2729912671553623
8186,GCF_001421585.1.RAST.fbamodel,GCF_001423045.1.RAST.fbamodel,R2A_edition_003,0.55319 (26/47),0.72222 (26/36),20,15,1,0.7687895732385291,0.8701711785157797
8187,GCF_001421585.1.RAST.fbamodel,GCF_001425425.1.RAST.fbamodel,R2A_edition_003,0.63830 (30/47),0.73171 (30/41),20,26,5,0.8147395683612385,0.8144180905066797
8188,GCF_001421585.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,R2A_edition_003,0.63830 (30/47),0.81081 (30/37),18,15,2,0.7537052333885206,1.431607729576213
8189,GCF_001421585.1.RAST.fbamodel,GCF_001423135.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.76316 (29/38),21,14,3,0.8749916071712409,0.12185743891375728
8190,GCF_001421585.1.RAST.fbamodel,GCF_001424705.1.RAST.fbamodel,R2A_edition_003,0.72340 (34/47),0.79070 (34/43),23,20,7,0.8670370664758108,1.597626494663344
8191,GCF_001421585.1.RAST.fbamodel,GCF_001424715.1.RAST.fbamodel,R2A_edition_003,0.57447 (27/47),0.75000 (27/36),20,17,2,0.7348688354464502,0.3225737615260785
8192,GCF_001421585.1.RAST.fbamodel,GCF_001424385.1.RAST.fbamodel,R2A_edition_003,0.59574 (28/47),0.82353 (28/34),22,18,3,0.7156835025598389,0.24359577698677862
8193,GCF_001421585.1.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.76316 (29/38),20,20,2,0.8125587319845687,0.9771480467744715
8194,GCF_001421585.1.RAST.fbamodel,GCF_001423055.1.RAST.fbamodel,R2A_edition_003,0.70213 (33/47),0.89189 (33/37),19,18,3,0.7448623336115497,0.40657817548205216
8195,GCF_001421585.1.RAST.fbamodel,GCF_001426195.1.RAST.fbamodel,R2A_edition_003,0.63830 (30/47),0.81081 (30/37),20,13,3,0.7980882707718786,0.9998519716375367
8196,GCF_001421585.1.RAST.fbamodel,GCF_001426225.1.RAST.fbamodel,R2A_edition_003,0.59574 (28/47),0.68293 (28/41),19,19,3,0.7720167885199962,0.4442512839559555
8197,GCF_001421585.1.RAST.fbamodel,GCF_001423365.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.70732 (29/41),20,18,3,0.8707610188824438,1.132545724469372
8198,GCF_001421585.1.RAST.fbamodel,GCF_003258395.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.76316 (29/38),23,28,4,0.6924987070895744,1.0400557265295505
8199,GCF_001421585.1.RAST.fbamodel,GCF_001421535.1.RAST.fbamodel,R2A_edition_003,0.68085 (32/47),0.82051 (32/39),21,16,4,0.7232683144978919,0.10051570068656032
8200,GCF_001421585.1.RAST.fbamodel,GCF_001421665.1.RAST.fbamodel,R2A_edition_003,0.70213 (33/47),0.89189 (33/37),21,18,3,0.8186139161186522,1.062493148474406
8201,GCF_001421585.1.RAST.fbamodel,GCF_001422405.1.RAST.fbamodel,R2A_edition_003,0.48936 (23/47),0.76667 (23/30),24,25,5,0.6306254424218484,0.5197587055381201
8202,GCF_001421585.1.RAST.fbamodel,GCF_001421285.1.RAST.fbamodel,R2A_edition_003,0.85106 (40/47),0.93023 (40/43),17,11,3,0.5541309910540421,0.03933277562824466
8203,GCF_001421585.1.RAST.fbamodel,GCF_001425565.1.RAST.fbamodel,R2A_edition_003,0.72340 (34/47),0.85000 (34/40),21,22,6,0.8142000737081019,0.34219001917705455
8204,GCF_001421585.1.RAST.fbamodel,GCF_001423085.1.RAST.fbamodel,R2A_edition_003,0.68085 (32/47),0.76190 (32/42),22,18,3,0.7674651726046651,0.31302637473725997
8205,GCF_001421585.1.RAST.fbamodel,GCF_001423585.1.RAST.fbamodel,R2A_edition_003,0.68085 (32/47),0.91429 (32/35),23,25,8,0.781503965014564,1.1165553600335174
8206,GCF_001421585.1.RAST.fbamodel,GCF_001422685.1.RAST.fbamodel,R2A_edition_003,0.61702 (29/47),0.85294 (29/34),20,16,3,0.7984733496418583,0.6958802863039861
8207,GCF_001421585.1.RAST.fbamodel,GCF_916858675.1.RAST.fbamodel,R2A_edition_003,0.68085 (32/47),0.76190 (32/42),22,17,3,0.8245327522577959,1.0855852561197785
8208,GCF_001421585.1.RAST.fbamodel,GCF_001423005.1.RAST.fbamodel,R2A_edition_003,0.59574 (28/47),0.75676 (28/37),25,16,2,0.7689357030888783,0.21637108766297525
8209,GCF_001421585.1.RAST.fbamodel,GCF_920984735.1.RAST.fbamodel,R2A_edition_003,0.55319 (26/47),0.66667 (26/39),23,19,3,0.8783931712989009,1.4510506740846572
8210,GCF_001421585.1.RAST.fbamodel,GCF_001423485.1.RAST.fbamodel,R2A_edition_003,0.51064 (24/47),0.80000 (24/30),22,24,4,0.7465633714558058,0.19664914689778318
8211,GCF_001421585.1.RAST.fbamodel,GCF_920984695.1.RAST.fbamodel,R2A_edition_003,0.72340 (34/47),0.85000 (34/40),21,19,5,0.8135887681112486,0.1050595003835214
8212,GCF_001421585.1.RAST.fbamodel,GCF_001422455.1.RAST.fbamodel,R2A_edition_003,0.74468 (35/47),0.83333 (35/42),17,14,3,0.8537502163507688,1.1776380789381244
8213,GCF_001421585.1.RAST.fbamodel,GCF_001422775.1.RAST.fbamodel,R2A_edition_003,0.70213 (33/47),0.82500 (33/40),22,19,6,0.7928941530568866,0.0656306123242923
8214,GCF_001421585.1.RAST.fbamodel,GCF_001421995.1.RAST.fbamodel,R2A_edition_003,0.80851 (38/47),0.84444 (38/45),22,15,4,0.837861027489899,0.14547712520577957
8215,GCF_920939495.1.RAST.fbamodel,GCF_001424145.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.78788 (26/33),22,14,5,0.8615872874973979,0.6251455212787776
8216,GCF_920939495.1.RAST.fbamodel,GCF_920984725.1.RAST.fbamodel,R2A_edition_003,0.84211 (32/38),0.86486 (32/37),20,18,4,0.7499835022721827,0.22337728608872687
8217,GCF_920939495.1.RAST.fbamodel,GCF_001424265.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.85714 (30/35),22,18,5,0.8657435630232282,0.15902164575709152
8218,GCF_920939495.1.RAST.fbamodel,GCF_001423185.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.85294 (29/34),18,19,5,0.7112403506904078,0.1561985998935095
8219,GCF_920939495.1.RAST.fbamodel,GCF_001423925.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.80000 (28/35),20,21,7,0.8164418989228719,0.011128528933856354
8220,GCF_920939495.1.RAST.fbamodel,GCF_920939475.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.70270 (26/37),22,15,2,0.8742006089368853,0.5287563950801568
8221,GCF_920939495.1.RAST.fbamodel,GCF_001421165.1.RAST.fbamodel,R2A_edition_003,0.84211 (32/38),0.84211 (32/38),19,16,3,0.7062469838227946,0.004344273263143864
8222,GCF_920939495.1.RAST.fbamodel,GCF_001426125.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.85294 (29/34),21,16,3,0.7227968056621064,0.5517252790591969
8223,GCF_920939495.1.RAST.fbamodel,GCF_001422025.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.81250 (26/32),20,14,3,0.7717279836912667,0.2877652042363672
8224,GCF_920939495.1.RAST.fbamodel,GCF_001422145.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.75000 (30/40),16,20,3,0.6940651094091491,0.12405357481717096
8225,GCF_920939495.1.RAST.fbamodel,GCF_001421355.1.RAST.fbamodel,R2A_edition_003,0.89474 (34/38),0.77273 (34/44),20,17,1,0.7547958878158196,0.35366595117712096
8226,GCF_920939495.1.RAST.fbamodel,GCF_001421845.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.74286 (26/35),19,22,7,0.7607094450126963,0.40163051470195
8227,GCF_920939495.1.RAST.fbamodel,GCF_001422245.1.RAST.fbamodel,R2A_edition_003,0.60526 (23/38),0.65714 (23/35),23,25,5,0.8808488574497788,0.6330061411673492
8228,GCF_920939495.1.RAST.fbamodel,GCF_001423465.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.71053 (27/38),23,19,4,0.7672157002647673,0.0798023053374778
8229,GCF_920939495.1.RAST.fbamodel,GCF_920984675.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.80556 (29/36),18,14,6,0.8506133762010968,0.38526811696589464
8230,GCF_920939495.1.RAST.fbamodel,GCF_001424405.1.RAST.fbamodel,R2A_edition_003,0.65789 (25/38),0.59524 (25/42),21,19,2,0.8723110350109621,0.6981754134053547
8231,GCF_920939495.1.RAST.fbamodel,GCF_001424565.1.RAST.fbamodel,R2A_edition_003,0.86842 (33/38),0.91667 (33/36),16,12,2,0.6609956266535445,0.1469362673256909
8232,GCF_920939495.1.RAST.fbamodel,GCF_001422795.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.71795 (28/39),20,18,5,0.8333828647905953,0.08417642420433981
8233,GCF_920939495.1.RAST.fbamodel,GCF_001423105.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.79412 (27/34),20,19,4,0.8246546703984293,0.392643630711509
8234,GCF_920939495.1.RAST.fbamodel,GCF_001423285.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.70732 (29/41),19,18,7,0.8592501189505445,0.08410967346324229
8235,GCF_920939495.1.RAST.fbamodel,GCF_001422365.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.84848 (28/33),21,18,4,0.8103317069744451,0.12529779473161254
8236,GCF_920939495.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,R2A_edition_003,0.86842 (33/38),0.84615 (33/39),20,20,4,0.7499822052360057,0.222737626622884
8237,GCF_920939495.1.RAST.fbamodel,GCF_001423215.1.RAST.fbamodel,R2A_edition_003,0.60526 (23/38),0.79310 (23/29),22,21,2,0.8749102145496551,0.7750030966623332
8238,GCF_920939495.1.RAST.fbamodel,GCF_001424225.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.82857 (29/35),16,19,2,0.6917415955097981,0.06610187792024133
8239,GCF_920939495.1.RAST.fbamodel,GCF_001425385.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.75000 (27/36),19,23,6,0.7607094450126917,0.40524288587428575
8240,GCF_920939495.1.RAST.fbamodel,GCF_001421685.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.76316 (29/38),21,23,6,0.8762673947217812,0.3561315058580251
8241,GCF_920939495.1.RAST.fbamodel,GCF_001424645.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.74359 (29/39),14,20,3,0.6940651094091511,0.12405357481704408
8242,GCF_920939495.1.RAST.fbamodel,GCF_001421275.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.77778 (28/36),20,20,4,0.7510337248887546,0.13276280329929294
8243,GCF_920939495.1.RAST.fbamodel,GCF_001424545.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.77778 (28/36),19,13,2,0.8451706906063304,0.6497923072383853
8244,GCF_920939495.1.RAST.fbamodel,GCF_001424065.1.RAST.fbamodel,R2A_edition_003,0.60526 (23/38),0.69697 (23/33),21,19,4,0.8017711776372483,0.4894715335504062
8245,GCF_920939495.1.RAST.fbamodel,GCF_001421635.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.70270 (26/37),19,25,6,0.7607094450126909,0.40524288587429214
8246,GCF_920939495.1.RAST.fbamodel,GCF_920984705.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.76471 (26/34),21,18,6,0.861587287497397,0.6251455212789919
8247,GCF_920939495.1.RAST.fbamodel,GCF_001426065.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.68421 (26/38),18,25,4,0.8242486205577998,0.6822797041081302
8248,GCF_920939495.1.RAST.fbamodel,GCF_920984685.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.81579 (31/38),22,19,3,0.7691451353839938,0.30351807191540836
8249,GCF_920939495.1.RAST.fbamodel,GCF_001425525.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.87500 (28/32),22,17,6,0.8476228765846554,0.5216264495738955
8250,GCF_920939495.1.RAST.fbamodel,GCF_001426145.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.65000 (26/40),18,25,2,0.8242486205578021,0.6822797041081144
8251,GCF_920939495.1.RAST.fbamodel,GCF_001425575.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.87097 (27/31),17,18,2,0.8096478327882327,0.009259610311838827
8252,GCF_920939495.1.RAST.fbamodel,GCF_001424005.1.RAST.fbamodel,R2A_edition_003,0.84211 (32/38),0.86486 (32/37),17,16,3,0.74998350947629,0.22337153823673084
8253,GCF_920939495.1.RAST.fbamodel,GCF_001424285.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.85714 (30/35),16,14,4,0.706410139611087,0.31275912485050383
8254,GCF_920939495.1.RAST.fbamodel,GCF_001423645.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.81579 (31/38),13,18,3,0.6672671707744441,0.05197768824643403
8255,GCF_920939495.1.RAST.fbamodel,GCF_001421865.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.74359 (29/39),20,18,2,0.7874715179884408,0.14486930225189723
8256,GCF_920939495.1.RAST.fbamodel,GCF_001424525.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.76923 (30/39),22,17,5,0.8324229547183155,0.04821923141020173
8257,GCF_920939495.1.RAST.fbamodel,GCF_001422865.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.77500 (31/40),19,13,5,0.8443328265242211,0.6791540720763253
8258,GCF_920939495.1.RAST.fbamodel,GCF_001424425.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.88571 (31/35),18,10,4,0.845116118429739,0.6638955041900295
8259,GCF_920939495.1.RAST.fbamodel,GCF_001423825.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.74286 (26/35),19,21,5,0.8099232728067246,0.1977637237354271
8260,GCF_920939495.1.RAST.fbamodel,GCF_001421435.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.78788 (26/33),23,17,5,0.8685508080148672,0.5545590367077199
8261,GCF_920939495.1.RAST.fbamodel,GCF_001421965.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.72973 (27/37),19,16,3,0.8215960886712556,0.40846846582884466
8262,GCF_920939495.1.RAST.fbamodel,GCF_001422075.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.73684 (28/38),19,14,3,0.853581233643113,0.12450466123513614
8263,GCF_920939495.1.RAST.fbamodel,GCF_001421715.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.72973 (27/37),19,19,3,0.8215944922887873,0.40846240611691315
8264,GCF_920939495.1.RAST.fbamodel,GCF_001421155.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.75000 (27/36),19,18,4,0.8034502408158273,0.40760005843543723
8265,GCF_920939495.1.RAST.fbamodel,GCF_001423785.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.87879 (29/33),16,21,3,0.7065658471186218,0.13260460547545738
8266,GCF_920939495.1.RAST.fbamodel,GCF_001423945.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.73171 (30/41),20,13,3,0.7032977769288459,0.2679831026888752
8267,GCF_920939495.1.RAST.fbamodel,GCF_001423335.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.72500 (29/40),19,18,6,0.8437844924780902,0.5344876467320994
8268,GCF_920939495.1.RAST.fbamodel,GCF_001422695.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.81818 (27/33),18,18,3,0.7231547723915723,0.14699831767704435
8269,GCF_920939495.1.RAST.fbamodel,GCF_001422485.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.82857 (29/35),17,12,1,0.6880438075730768,0.0005702967622718072
8270,GCF_920939495.1.RAST.fbamodel,GCF_001421805.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.77500 (31/40),19,18,2,0.7498203628341474,0.27453779309418846
8271,GCF_920939495.1.RAST.fbamodel,GCF_001422125.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.66667 (28/42),25,19,6,0.837412296533269,1.841741985404884
8272,GCF_920939495.1.RAST.fbamodel,GCF_001424165.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.93548 (29/31),20,13,4,0.790381802911247,0.01177589456788487
8273,GCF_920939495.1.RAST.fbamodel,GCF_001423985.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.79412 (27/34),20,12,3,0.8551764001052207,0.49323673992555467
8274,GCF_920939495.1.RAST.fbamodel,GCF_001421905.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.87879 (29/33),20,22,6,0.7780769742224111,0.7685560496863969
8275,GCF_920939495.1.RAST.fbamodel,GCF_916862475.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.73684 (28/38),19,24,6,0.8260837970827032,0.2586806422741563
8276,GCF_920939495.1.RAST.fbamodel,GCF_001423265.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.76923 (30/39),20,16,4,0.8247755743583108,0.048680447083373886
8277,GCF_920939495.1.RAST.fbamodel,GCF_001422045.1.RAST.fbamodel,R2A_edition_003,0.84211 (32/38),0.82051 (32/39),20,21,4,0.7499835310792023,0.22335429460963635
8278,GCF_920939495.1.RAST.fbamodel,GCF_001422645.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.78378 (29/37),17,17,7,0.7427168900979735,0.159268813714597
8279,GCF_920939495.1.RAST.fbamodel,GCF_001423865.2.RAST.fbamodel,R2A_edition_003,0.65789 (25/38),0.69444 (25/36),23,21,4,0.7011668928564718,2.8196265998360444
8280,GCF_920939495.1.RAST.fbamodel,GCF_001421435.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.78788 (26/33),24,15,6,0.8685508080148646,0.5545590367077199
8281,GCF_920939495.1.RAST.fbamodel,GCF_001422955.1.RAST.fbamodel,R2A_edition_003,0.76316 (29/38),0.74359 (29/39),20,22,3,0.8265245514006664,0.25418002704948817
8282,GCF_920939495.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,R2A_edition_003,0.65789 (25/38),0.73529 (25/34),19,24,6,0.7516060029945705,0.4804929452514154
8283,GCF_920939495.1.RAST.fbamodel,GCF_001421625.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.68293 (28/41),23,21,5,0.7229992997497855,0.27455570051711625
8284,GCF_920939495.1.RAST.fbamodel,GCF_001422985.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.78947 (30/38),18,16,5,0.8344174183776215,0.31763308220054387
8285,GCF_920939495.1.RAST.fbamodel,GCF_001423295.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.75610 (31/41),21,13,4,0.8698721046138649,0.0451282759110487
8286,GCF_920939495.1.RAST.fbamodel,GCF_001424365.1.RAST.fbamodel,R2A_edition_003,0.68421 (26/38),0.81250 (26/32),23,18,5,0.8796041016936058,1.4277356740635039
8287,GCF_920939495.1.RAST.fbamodel,GCF_920939485.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.88235 (30/34),18,18,4,0.8341635449852868,0.01970246178168636
8288,GCF_920939495.1.RAST.fbamodel,GCF_001422065.1.RAST.fbamodel,R2A_edition_003,0.81579 (31/38),0.88571 (31/35),18,12,3,0.8451161184297382,0.6638955041887287
8289,GCF_920939495.1.RAST.fbamodel,GCF_001423125.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.90909 (30/33),18,18,5,0.8662995239093294,0.636248179342866
8290,GCF_920939495.1.RAST.fbamodel,GCF_001424345.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.71429 (30/42),17,21,3,0.7495474802062515,0.027400318413335352
8291,GCF_920939495.1.RAST.fbamodel,GCF_001424025.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.77778 (28/36),21,14,5,0.7569815467805451,0.5246470908130146
8292,GCF_920939495.1.RAST.fbamodel,GCF_001425485.1.RAST.fbamodel,R2A_edition_003,0.73684 (28/38),0.84848 (28/33),20,17,4,0.8475952381794482,0.521547383179057
8293,GCF_920939495.1.RAST.fbamodel,GCF_001421885.1.RAST.fbamodel,R2A_edition_003,0.78947 (30/38),0.75000 (30/40),22,22,3,0.7688725459148429,0.31180997616319134
8294,GCF_920939495.1.RAST.fbamodel,GCF_001422495.1.RAST.fbamodel,R2A_edition_003,0.71053 (27/38),0.72973 (27/37),18,21,3,0.7924321370256403,0.7283328594764256
8295,GCF_920939495.1.RAST.fbamodel,GCF_001425605.1.RAST.fbamodel,R2A_edition_003,0.63158 (24/38),0.72727 (24/33),18,24,5,0.6954659714081343,0.14326923074535705
